2 b 曹 操 e 自 将 击 m 高 干 n ， 将 ， 卽 亮 翻 。 留 其 世 子 丕 守 邺 ， 使 别 驾 从 事 崔 琰 傅 之	8	PER	PER	曹操	高干
初 ， b 操 e 在 兖 州 举 m 魏 种 n 孝 廉 。 种 ， 音 冲	28	PER	PER	操	魏种
会 闻 魏 公 操 将 攻 汉 中 ， 考 异 曰 ： 备 传 云 「 曹 公 定 汉 中 」 ， 孙 权 传 云 「 入 汉 中 」 ， 按 操 以 七 月 入 汉 中 ， 备 未 应 卽 闻 之 ， 而 八 月 权 已 攻 合 肥 ， 盖 闻 曹 公 兵 始 欲 向 汉 中 ， 卽 引 兵 还 耳 。 刘 备 惧 失 益 州 ， 使 使 求 和 于 权 。 b 权 e 令 诸 葛 瑾 报 命 ， 更 寻 盟 好 。 遂 分 m 荆 州 n ， 以 湘 水 为 界 ： 长 沙 、 江 夏 、 桂 阳 以 东 属 权 ， 南 郡 、 零 陵 、 武 陵 以 西 属 备 。 班 志 ， 湘 水 出 零 陵 阳 海 山 ， 至 酃 入 江 ， 过 郡 二 ， 行 二 千 五 百 三 十 里	34	PER	LOC	权	荆州
徐 州 刺 史 陶 谦 上 儁 行 车 骑 将 军 ， 上 ， 时 掌 翻 。 遣 精 兵 三 千 助 之 ， 馀 州 郡 亦 有 所 给 。 b 谦 e ， m 丹 阳 n 人 。 丹 阳 县 ， 属 丹 阳 郡 ， 今 润 州 县	25	PER	LOC	谦	丹阳
考 异 曰 ： 杨 阜 传 云 「 十 七 年 九 月 」 ， 武 帝 纪 ， 「 十 八 年 超 在 汉 阳 ， 复 因 羌 、 胡 为 害 。 十 九 年 正 月 ， 赵 衢 等 讨 超 ， b 超 e 奔 m 汉 中 n 。 」 按 姜 敍 九 月 起 兵 ， 超 卽 应 出 讨 ， 超 出 ， 衢 等 卽 应 闭 门 ， 不 应 至 来 年 正 月	12	PER	LOC	超	汉中
莞 ， 姑 丸 翻 。 独 不 事 仪 ， 仪 谮 奕 ， 出 为 魏 郡 太 守 ， 操 旣 居 邺 ， 建 安 十 七 年 ， 割 b 河 内 e 之 荡 阴 、 m 朝 歌 n 、 林 虑 ， 东 郡 之 衞 国 、 顿 丘 、 东 武 阳 、 发 干 ， 钜 鹿 之 瘿 陶 、 曲 阳 、 南 和 ， 广 平 之 广 平 、 任 ， 赵 国 之 襄 国 、 邯 郸 、 易 阳 ， 以 益 魏 郡 。 十 八 年 ， 分 置 东 、 西 都 尉	15	LOC	LOC	河内	朝歌
因 移 檄 牧 伯 ， 欲 以 同 讨 李 傕 等 ， 奉 迎 天 子 。 会 b 李 傕 e 用 太 尉 m 周 忠 n 、 尙 书 贾 诩 策 ， 征 儁 入 朝 ， 儁 乃 辞 谦 议 而 就 征 ， 复 为 太 仆 。	6	PER	PER	李傕	周忠
今 将 军 厚 公 台 不 过 曹 氏 ， 而 欲 委 全 城 ， 捐 妻 子 ， 孤 军 远 出 ， 若 一 旦 有 变 ， 妾 岂 得 复 为 将 军 妻 哉 ！ 」 复 ， 扶 又 翻 ； 下 同 。 布 乃 止 ； 潜 遣 其 官 属 b 许 汜 e 、 王 楷 求 救 于 m 袁 术 n 。 汜 ， 音 祀	30	PER	PER	许汜	袁术
刘 备 以 零 陵 蒋 琬 为 广 都 长 。 长 ， 知 两 翻 。 b 备 e 尝 因 游 观 ， 奄 至 m 广 都 n ， 见 琬 众 事 不 治 ， 时 又 沈 醉 。 沈 ， 持 林 翻	12	PER	LOC	备	广都
建 昌 都 尉 太 史 慈 领 海 昏 ， 和 帝 永 元 十 六 年 ， 分 海 昏 立 建 昌 县 ， 属 豫 章 郡 。 孙 策 分 海 昏 、 建 昌 六 县 ， 以 b 太 史 慈 e 为 m 建 昌 n 都 尉 ， 治 海 昏 。 以 别 部 司 马 黄 盖 、 韩 当 、 周 泰 、 吕 蒙 等 守 剧 县 令 长 ， 剧 ， 艰 也 ， 甚 也 ， 言 其 地 当 山 越 之 要 ， 最 为 艰 剧 之 甚 者 也	5	PER	LOC	太史慈	建昌
1 0 九 月 ， b 司 徒 e m 淳 于 嘉 n 、 太 尉 杨 彪 、 司 空 张 喜 皆 罢 。	22	OFI	PER	司徒	淳于嘉
章 陵 b 太 守 e m 蒯 越 n 四 亲 园 庙 在 章 陵 ， 时 以 为 郡 ， 置 守 。 及 东 曹 掾 傅 巽 等 劝 刘 琮 降 操 ， 降 ， 户 江 翻 ； 下 同	2	OFI	PER	太守	蒯越
从 ， 千 容 翻 。 初 ， b 仪 e 事 昭 烈 帝 为 m 尙 书 n ， 琬 时 为 尙 书 郞 。 后 虽 俱 为 丞 相 参 军 、 长 史 ， 仪 每 从 行 ， 当 其 劳 剧 ； 自 谓 年 宦 先 琬 ， 才 能 踰 之 ， 先 ， 悉 荐 翻	3	PER	OFI	仪	尙书
莞 ， 姑 丸 翻 。 独 不 事 仪 ， 仪 谮 奕 ， 出 为 魏 郡 太 守 ， 操 旣 居 邺 ， 建 安 十 七 年 ， 割 河 内 之 荡 阴 、 朝 歌 、 林 虑 ， 东 郡 之 衞 国 、 顿 丘 、 东 武 阳 、 发 干 ， 钜 鹿 之 瘿 陶 、 曲 阳 、 南 和 ， 广 平 之 广 平 、 任 ， b 赵 国 e 之 襄 国 、 m 邯 郸 n 、 易 阳 ， 以 益 魏 郡 。 十 八 年 ， 分 置 东 、 西 都 尉	15	LOC	LOC	赵国	邯郸
貊 ， 莫 百 翻 。 当 今 之 势 ， 强 者 为 右 ， 曹 操 何 得 独 为 是 也 ！ 」 b 招 e 呵 m 忠 n 曰 ： 「 曹 公 允 恭 明 哲 ， 孔 安 国 尙 书 注 曰 ： 允 ， 信 也 。 翼 戴 天 子 ， 伐 叛 柔 服 ， 宁 静 四 海	8	PER	PER	招	忠
固 等 与 高 干 、 张 晟 共 攻 畿 ， 不 下 ， 略 诸 县 ， 无 所 得 。 曹 操 使 议 郞 张 旣 西 征 关 中 诸 将 b 马 腾 e 等 ， 皆 引 兵 会 击 晟 等 ， 破 之 ， 斩 固 、 m 琰 n 等 首 ， 其 馀 党 与 皆 赦 之 。	8	PER	PER	马腾	琰
自 底 柱 而 下 至 五 户 滩 ， 其 间 一 百 二 十 里 ， 有 一 十 九 滩 ， 水 流 濬 急 ， 破 舟 船 ， 自 古 所 患 。 河 水 又 东 过 平 阴 县 北 ， 又 东 过 河 阳 县 南 ， 则 孟 津 也 。 b 杨 彪 e 以 为 河 道 险 难 ， 非 万 乘 所 宜 乘 ； 万 乘 ， 绳 证 翻 ； 下 乘 舆 同 。 乃 使 m 李 乐 n 夜 渡 ， 潜 具 船 ， 举 火 为 应 。 上 与 公 卿 步 出 营 ， 皇 后 兄 伏 德 扶 后 ， 一 手 挟 绢 十 匹	6	PER	PER	杨彪	李乐
8 太 傅 懿 阴 与 其 子 中 护 军 b 师 e 、 散 骑 常 侍 m 昭 n 谋 诛 曹 爽 。 懿 虽 称 疾 ， 先 已 置 二 子 于 要 地 矣	20	PER	PER	师	昭
」 须 ， 待 也 。 后 得 审 问 ， 果 如 所 言 。 b 马 良 e 亦 死 于 m 五 谿 n 。	12	PER	LOC	马良	五谿
谭 长 子 ， 当 为 嗣 ， 而 斥 使 居 外 ， 祸 其 始 此 矣 。 」 b 谭 e 、 m 尙 n 之 争 ， 沮 授 固 知 之 矣 。 长 ， 知 两 翻 ； 下 同	8	PER	PER	谭	尙
作 浮 桥 ， 南 北 往 来 ， 议 者 多 以 为 城 必 可 拔 。 董 昭 上 疏 曰 ： 「 b 武 皇 帝 e 智 勇 过 人 ， 而 用 兵 畏 敌 ， 不 敢 轻 之 若 此 也 。 言 行 兵 不 敢 履 危 道 。 夫 兵 好 进 恶 退 ， 好 ， 呼 到 翻 。 恶 ， 乌 路 翻 。 常 然 之 数 。 平 地 无 险 ， 犹 尙 艰 难 ， 就 当 深 入 ， 还 道 宜 利 ， 兵 有 进 退 ， 不 可 如 意 。 今 屯 渚 中 ， 至 深 也 ； 浮 桥 而 济 ， 至 危 也 ； 一 道 而 行 ， 至 陿 也 。 三 者 ， 兵 家 所 忌 ， 而 今 行 之 。 贼 频 攻 桥 ， 误 有 漏 失 ， 谓 桥 或 为 敌 所 断 也 。 渚 中 精 锐 非 魏 之 有 ， 将 转 化 为 吴 矣 。 臣 私 慼 之 ， 忘 寝 与 食 ， 慼 ， 忧 也 。 而 议 者 怡 然 不 以 为 忧 ， 岂 不 惑 哉 ！ 加 江 水 向 长 ， 长 ， 知 两 翻 。 一 旦 暴 增 ， 何 以 防 御 ！ 就 不 破 贼 ， 尙 当 自 完 ， 柰 何 乘 危 ， 不 以 为 惧 ！ 惟 m 陛 下 n 察 之 。 」 帝 卽 诏 尙 等 促 出	3	PER	OFI	武皇帝	陛下
别 敕 范 方 ： 「 若 岱 不 遣 绍 家 ， 将 骑 还 ！ 吾 定 绍 ， 将 加 兵 于 岱 。 」 岱 与 官 属 议 ， 连 日 不 决 ， 闻 b 东 郡 e m 程 昱 n 有 智 谋 ， 召 而 问 之 。 昱 曰 ： 「 若 弃 绍 近 援 而 求 瓒 远 助 ， 此 假 人 于 越 以 救 溺 子 之 说 也	24	LOC	PER	东郡	程昱
策 以 张 纮 为 正 议 校 尉 ， b 彭 城 e m 张 昭 n 为 长 史 ， 常 令 一 人 居 守 ， 守 ， 手 又 翻 。 一 人 从 征 讨 ， 及 广 陵 秦 松 、 陈 端 等 亦 参 与 谋 谟	24	LOC	PER	彭城	张昭
1 5 帝 将 立 郭 贵 嫔 为 后 ， b 中 郞 e m 栈 潜 n 上 疏 曰 ： 汉 三 署 中 郞 及 虎 贲 、 羽 林 中 郞 ， 皆 秩 比 六 百 石 。 魏 文 帝 自 五 官 中 郞 将 登 极 ， 省 五 官 将 ， 惟 左 · 右 中 郞 及 虎 贲 、 羽 林 中 郞	2	OFI	PER	中郞	栈潜
布 将 侯 成 亡 其 名 马 ， 已 而 复 得 之 ， 诸 将 合 礼 以 贺 成 ， 成 分 酒 肉 先 入 献 布 。 布 怒 曰 ： 「 布 禁 酒 而 卿 等 酝 酿 ， 为 欲 因 酒 共 谋 b 布 e 邪 ！ 」 m 成 n 忿 惧 ， 十 二 月 ， 癸 酉 ， 成 与 诸 将 宋 宪 、 魏 续 等 共 执 陈 宫 、 高 顺 ， 率 其 众 降 。 布 与 麾 下 登 白 门 楼	9	PER	PER	布	成
光 禄 章 ： 甲 十 一 行 本 「 禄 」 下 有 「 勳 」 字 ； 乙 十 一 行 本 同 ； 孔 本 同 ； 退 斋 校 同 。 邓 渊 、 廷 尉 宣 璠 、 璠 ， 孚 袁 翻 。 b 少 府 e m 田 芬 n 、 大 司 农 张 义 皆 死 。 司 徒 赵 温 、 太 常 王 绛 、 衞 尉 周 忠 、 司 隶 校 尉 管 郃 为 傕 所 遮 ， 欲 杀 之 ， 郃 ， 古 合 翻 ， 又 曷 合 翻	2	OFI	PER	少府	田芬
」 宫 因 往 说 别 驾 、 治 中 曰 ： 「 今 天 下 分 裂 而 州 无 主 ； 曹 东 郡 ， 命 世 之 才 也 ， 若 迎 以 牧 州 ， 必 宁 生 民 。 」 b 鲍 信 e 等 亦 以 为 然 ， 乃 与 州 吏 万 潜 等 至 m 东 郡 n ， 迎 操 领 兖 州 刺 史 。 操 遂 进 兵 击 黄 巾 于 寿 张 东 ， 不 利	12	PER	LOC	鲍信	东郡
故 前 日 之 通 ， 乃 今 日 之 介 也 ； 是 世 人 之 无 常 而 徐 公 之 有 常 也 。 」 b 钦 e ， m 毓 n 之 子 也 。 毓 ， 余 六 翻	21	PER	PER	钦	毓
」 自 古 讬 孤 之 主 ， 无 如 昭 烈 之 明 白 洞 达 者 。 亮 涕 泣 曰 ： 「 臣 敢 不 竭 股 肱 之 力 ， 效 忠 贞 之 节 ， 继 之 以 死 ！ 」 用 晋 荀 息 答 献 公 语 意 。 b 汉 主 e 又 为 诏 敕 m 太 子 n 曰 ： 「 人 五 十 不 称 夭 ， 夭 ， 于 兆 翻 ； 短 折 曰 夭 。 吾 年 已 六 十 有 馀 ， 何 所 复 恨 ， 复 ， 扶 又 翻	20	PER	PER	汉主	太子
何 为 谢 也 ！ 」 由 是 军 中 益 畏 惮 之 。 术 初 许 以 策 为 九 江 太 守 ， 已 而 更 用 b 丹 阳 e m 陈 纪 n 。 更 ， 工 衡 翻	24	LOC	PER	丹阳	陈纪
癸 巳 ， 以 曹 操 为 丞 相 。 操 以 冀 州 别 驾 从 事 崔 琰 为 丞 相 西 曹 掾 ， 司 空 东 曹 掾 陈 留 毛 玠 为 丞 相 东 曹 掾 ， 元 城 令 河 内 司 马 朗 为 主 簿 ， 弟 懿 为 文 学 掾 ， 冀 州 b 主 簿 e m 卢 毓 n 为 法 曹 议 令 史 。 别 驾 从 事 ， 州 牧 行 部 ， 则 奉 引 ， 录 众 事	2	OFI	PER	主簿	卢毓
初 ， 越 巂 太 守 马 谡 ， 才 器 过 人 ， 好 论 军 计 ， 好 ， 呼 到 翻 。 诸 葛 亮 深 加 器 异 ； 汉 昭 烈 临 终 ， 谓 亮 曰 ： 「 马 谡 言 过 其 实 ， 不 可 大 用 ， 君 其 察 之 ！ 」 亮 犹 谓 不 然 ， 以 b 谡 e 为 m 参 军 n ， 每 引 见 谈 论 ， 自 昼 达 夜 。 以 孔 明 之 明 略 ， 所 以 待 谡 者 如 此 ， 亦 足 以 见 其 善 论 军 计 矣	3	PER	OFI	谡	参军
盖 以 车 轮 。 逵 谓 守 者 曰 ： 「 此 间 无 健 儿 邪 ， 而 使 义 士 死 此 中 乎 ？ 」 有 b 祝 公 道 e 者 ， 适 闻 其 言 ， 乃 夜 往 ， 盗 引 出 m 逵 n ， 折 械 遣 去 ， 不 语 其 姓 名 。 语 ， 牛 倨 翻	28	PER	PER	祝公道	逵
b 曹 眞 e 遣 将 军 m 费 耀 n 等 救 之 。 帝 召 张 郃 于 方 城 ， 时 郃 将 兵 伐 吴 ， 屯 于 方 城	6	PER	PER	曹眞	费耀
敢 忘 往 言 ！ 太 尉 臣 济 等 皆 以 爽 为 有 无 君 之 心 ， 兄 弟 不 宜 典 兵 宿 衞 ， 奏 永 宁 宫 ， 皇 太 后 令 敕 臣 如 奏 施 行 。 臣 辄 敕 主 者 及 黄 门 令 『 罢 爽 、 羲 、 b 训 e 吏 兵 ， 以 侯 就 第 ， 不 得 逗 留 ， 以 𥡴 车 驾 ； 敢 有 𥡴 留 ， 便 以 军 法 从 事 ！ 』 臣 辄 力 疾 将 兵 屯 洛 水 浮 桥 ， 伺 察 非 常 。 」 辄 ， 专 也 。 懿 虽 挟 太 后 以 临 爽 ， 而 其 奏 自 言 辄 者 至 再 ， 以 天 子 在 m 爽 n 所 也 。 爽 得 懿 奏 事 ， 不 通 ； 迫 窘 不 知 所 为 ， 留 车 驾 宿 伊 水 南 ， 水 经 注 ： 来 儒 之 水 ， 出 于 半 石 之 山 ， 西 南 流 迳 大 石 山 ， 又 西 至 高 都 城 东 ， 西 入 伊 水	21	PER	PER	训	爽
」 在 侧 者 曰 ： 「 一 则 告 仲 父 ， 二 则 告 仲 父 ； 易 哉 为 君 ！ 」 公 曰 ： 「 吾 未 得 仲 父 则 难 ； 已 得 仲 父 ， 曷 为 其 不 易 ！ 」 故 王 者 劳 于 求 贤 ， 佚 于 得 人 。 今 子 布 贤 ， 我 能 用 之 ， b 张 昭 e ， 字 m 子 布 n 。 其 功 名 独 不 在 我 乎 ！ 」 策 任 张 昭 ， 昭 何 足 以 当 管 仲	0	PER	PER	张昭	子布
备 请 降 于 布 ， 降 ， 户 江 翻 。 布 亦 忿 袁 术 运 粮 不 继 ， 乃 召 b 备 e ， 复 以 为 豫 州 m 刺 史 n ， 与 幷 势 击 术 ， 使 屯 小 沛 。 贤 曰 ： 高 祖 本 泗 水 郡 沛 县 人 ， 及 得 天 下 ， 改 泗 水 为 沛 郡 ， 小 沛 卽 沛 县	3	PER	OFI	备	刺史
1 春 ， 正 月 ， b 曹 操 e 进 军 m 濡 须 口 n ， 号 步 骑 四 十 万 ， 攻 破 孙 权 江 西 营 ， 大 江 东 北 流 ， 故 自 历 阳 至 濡 须 口 皆 谓 之 江 西 ， 而 建 业 谓 之 江 东 。 获 其 都 督 公 孙 阳	8	PER	LOC	曹操	濡须口
李 傕 、 郭 汜 悔 令 车 驾 东 ， 闻 定 攻 煨 ， 相 招 共 救 之 ， 因 欲 劫 帝 而 西 。 杨 定 闻 傕 、 汜 至 ， 欲 还 蓝 田 ， 为 汜 所 遮 ， 单 骑 亡 走 荆 州 。 b 张 济 e 与 杨 奉 、 董 承 不 相 平 ， 乃 复 与 m 傕 n 、 汜 合 。 十 二 月 ， 帝 幸 弘 农 ， 张 济 、 李 傕 、 郭 汜 共 追 乘 舆 ， 大 战 于 弘 农 东 涧 ， 承 、 奉 军 败 ， 百 官 士 卒 死 者 ， 不 可 胜 数 ， 弃 御 物 、 符 策 、 典 籍 ， 略 无 所 遗	6	PER	PER	张济	傕
8 庐 江 太 守 李 术 攻 杀 扬 州 刺 史 严 象 ， 庐 江 梅 干 、 雷 緖 、 陈 兰 等 各 聚 众 数 万 在 江 淮 间 ， b 曹 操 e 表 沛 国 m 刘 馥 n 为 扬 州 刺 史 。 时 扬 州 独 有 九 江 ， 时 庐 江 、 丹 阳 、 会 𥡴 、 吴 郡 、 豫 章 ， 皆 属 孙 氏 ； 馥 刺 扬 州 ， 独 有 九 江 耳	28	PER	PER	曹操	刘馥
瑾 自 长 史 转 中 司 马 ， 位 任 盖 不 轻 矣 。 瑾 ， 渠 吝 翻 。 b 备 e 不 许 ， 曰 ： 「 吾 方 图 m 凉 州 n ， 凉 州 定 ， 乃 尽 以 荆 州 相 与 耳 。 」 权 曰 ： 「 此 假 而 不 反 ， 乃 欲 以 虚 辞 引 岁 也	8	PER	LOC	备	凉州
时 操 制 新 科 ， 下 州 郡 ， 颇 增 严 峻 ， 而 调 緜 绢 方 急 。 长 广 b 太 守 e m 何 夔 n 长 广 县 ， 前 汉 属 琅 邪 郡 ， 后 汉 属 东 莱 郡 。 此 盖 操 遣 乐 进 入 靑 州 ， 新 收 以 为 郡	2	OFI	PER	太守	何夔
为 ， 于 伪 翻 。 夏 ， 五 月 ， b 帝 e 疾 笃 ， 乃 立 叡 为 太 子 。 丙 辰 ， 召 中 军 大 将 军 曹 眞 、 鎭 军 大 将 军 陈 羣 、 抚 军 大 将 军 m 司 马 懿 n ， 沈 约 志 曰 ： 中 军 将 军 ， 汉 武 帝 以 公 孙 敖 为 之 ， 时 为 杂 号 。 鎭 军 、 抚 军 ， 皆 始 于 此	10	PER	PER	帝	司马懿
又 据 贺 齐 传 ， 齐 督 扶 州 以 上 至 皖 。 黄 武 初 ， 魏 使 曹 休 来 伐 ， b 齐 e 住 m 新 市 n ， 会 洞 口 诸 军 遭 风 流 溺 ， 赖 齐 未 济 ， 诸 将 倚 以 为 势 ， 休 等 惮 之 ， 遂 引 军 还 。 又 据 王 凌 传 ， 辽 等 至 广 陵 临 江	12	PER	LOC	齐	新市
2 2 吴 王 以 其 子 登 为 太 子 ， 妙 选 师 友 ： 以 南 郡 太 守 诸 葛 瑾 之 子 恪 、 绥 远 将 军 b 张 昭 e 之 子 m 休 n 、 沈 约 志 ， 四 十 号 将 军 ， 绥 远 第 十 四 。 大 理 吴 郡 顾 雍 之 子 谭 、 偏 将 军 庐 江 陈 武 之 子 表 皆 为 中 庶 子 ， 入 讲 诗 书 ， 出 从 骑 射 ， 骑 ， 奇 寄 翻	20	PER	PER	张昭	休
荀 攸 曰 ： 「 今 兵 少 不 敌 ， 必 分 其 势 乃 可 。 公 到 延 津 ， 杜 预 曰 ： b 陈 留 e m 酸 枣 县 n 北 ， 有 延 津 。 唐 衞 州 新 鄕 县 有 延 津 关	15	LOC	LOC	陈留	酸枣县
水 经 注 ： 蒲 圻 ， 江 中 有 沙 阳 洲 ， 沙 阳 县 治 。 县 本 江 夏 之 沙 羡 ， 晋 太 康 中 ， 改 曰 沙 阳 县 。 b 刘 表 e 遣 从 子 虎 及 南 阳 m 韩 晞 n ， 将 长 矛 五 千 来 救 祖 。 从 ， 才 用 翻	6	PER	PER	刘表	韩晞
冬 ， 十 月 ， b 操 e 至 m 黎 阳 n 。 尙 闻 操 渡 河 ， 乃 释 平 原 还 邺	12	PER	LOC	操	黎阳
曹 氏 ， 沛 国 谯 人 ， 小 见 者 以 鄕 人 为 可 信 也 。 守 ， 式 又 翻 ； 下 同 。 b 魏 郡 e 太 守 广 陵 m 徐 宣 n 厉 声 曰 ： 「 今 者 远 近 一 统 ， 人 怀 效 节 ， 何 必 专 任 谯 、 沛 ， 以 沮 宿 衞 者 之 心 ！ 」 乃 止 。 沮 ， 在 吕 翻	4	LOC	PER	魏郡	徐宣
土 地 虽 广 ， 粮 食 虽 丰 ， 适 足 以 为 吾 奉 也 。 」 孔 融 谓 荀 彧 曰 ： 「 绍 地 广 兵 强 ， 田 丰 、 许 攸 智 士 也 为 之 谋 ， b 审 配 e 、 m 逢 纪 n 忠 臣 也 逢 ， 皮 江 翻 。 任 其 事 ， 任 ， 音 壬	6	PER	PER	审配	逢纪
卽 位 之 后 ， 羣 下 想 闻 风 采 。 居 数 日 ， 独 见 b 侍 中 e 刘 晔 ， 语 尽 日 ， 众 人 侧 听 ， m 晔 n 旣 出 ， 问 ： 「 何 如 ？ 」 曰 ： 「 秦 始 皇 、 汉 孝 武 之 俦 ， 才 具 微 不 及 耳 。 」	2	OFI	PER	侍中	晔
1 6 八 月 ， 冯 翊 b 羌 e 寇 属 县 ， m 郭 汜 n 、 樊 稠 等 率 众 破 之 。	9	GPE	PER	羌	郭汜
贤 曰 ： 呼 沱 河 ， 旧 在 饶 阳 南 ， 至 曹 操 因 饶 河 故 渎 ， 决 令 北 注 新 沟 水 ， 所 以 今 在 饶 阳 县 北 。 说 文 ： 泒 水 ， 出 鴈 门 b 葰 人 e m 戍 夫 山 n ， 东 北 入 海 。 水 经 注 ： 泃 水 ， 出 右 北 平 无 终 县 西 山 ， 西 北 流 ， 过 平 谷 县 而 东 南 流 ， 又 南 流 入 于 潞 河 ， 又 东 合 泉 州 渠 口 ， 曹 操 所 凿 也	15	LOC	LOC	葰人	戍夫山
将 出 ， 主 簿 杨 综 止 之 曰 ： 「 公 挟 主 握 权 ， 舍 此 以 至 东 市 乎 ？ 」 言 必 将 见 诛 于 市 也 。 有 司 奏 收 b 芝 e 、 综 治 罪 ， 治 ， 直 之 翻 。 太 傅 懿 曰 ： 「 彼 各 为 其 主 也 ， 为 ， 于 伪 翻 。 宥 之 。 」 顷 之 ， 以 芝 为 m 御 史 中 丞 n ， 综 为 尙 书 郎 。	3	PER	OFI	芝	御史中丞
郭 汜 自 知 谋 泄 ， 乃 弃 军 入 南 山 。 自 b 新 丰 e m 骊 山 n 西 接 终 南 ， 谓 之 南 山 。	15	LOC	LOC	新丰	骊山
永 元 中 ， 分 海 昏 置 建 昌 县 。 上 缭 ， 在 建 昌 界 。 b 石 城 县 e ， 属 m 丹 杨 郡 n 。 贤 曰 ： 在 今 苏 州 西 南	14	LOC	LOC	石城县	丹杨郡
自 是 之 后 ， 相 踵 行 之 。 谓 汉 安 帝 尊 父 淸 河 孝 王 为 孝 德 皇 ， 桓 帝 尊 祖 河 间 孝 王 为 孝 穆 皇 ， 父 蠡 吾 侯 志 为 孝 崇 皇 ， b 灵 帝 e 尊 祖 河 间 王 淑 为 孝 元 皇 ， 父 m 解 渎 亭 侯 苌 n 为 孝 仁 皇 ， 其 妃 皆 尊 为 后 也 。 昔 鲁 文 逆 祀 ， 罪 由 夏 父 ； 宋 国 非 度 ， 讥 在 华 元	21	PER	PER	灵帝	解渎亭侯苌
