僖 宗 念 独 克 用 可 以 破 玫 而 不 能 使 也 ， 当 破 黄 巢 长 安 时 ， b 天 下 兵 马 都 监 e m 杨 复 恭 n 与 克 用 善 ， 乃 遣 谏 议 大 夫 刘 崇 望 以 诏 书 召 克 用 ， 且 道 复 恭 意 ， 使 进 兵 讨 玫 等	僖宗念独克用可以破玫而不能使也，当破黄巢长安时，天下兵马都监杨复恭与克用善，乃遣谏议大夫刘崇望以诏书召克用，且道复恭意，使进兵讨玫等	僖 宗 念 独 克 用 可 以 破 玫 而 不 能 使 也 ， 当 破 黄 巢 长 安 时 ， b 天 下 兵 马 都 监 e m 杨 复 恭 n 与 克 用 善 ， 乃 遣 谏 议 大 夫 刘 崇 望 以 诏 书 召 克 用 ， 且 道 复 恭 意 ， 使 进 兵 讨 玫 等	天下兵马都监杨复恭	0	任职(e2,e1)	JOB	24 30	PER	30 33	天下兵马都监	杨复恭	1
卓 至 西 京 ， 为 太 师 ， 号 曰 尚 父 。 乘 青 盖 金 华 车 ， 爪 画 两 轓 ， 时 人 号 曰 竿 摩 车 。 卓 弟 b 旻 e 为 左 将 军 u ， 封 v m 鄠 侯 n 。 兄 子 璜 为 侍 中 中 军 校 尉 典 兵	卓至西京，为太师，号曰尚父。乘青盖金华车，爪画两轓，时人号曰竿摩车。卓弟旻为左将军，封鄠侯。兄子璜为侍中中军校尉典兵	卓 至 西 京 ， 为 太 师 ， 号 曰 尚 父 。 乘 青 盖 金 华 车 ， 爪 画 两 轓 ， 时 人 号 曰 竿 摩 车 。 卓 弟 b 旻 e 为 左 将 军 ， 封 m 鄠 侯 n 。 兄 子 璜 为 侍 中 中 军 校 尉 典 兵	旻，封鄠侯	6	号(e1,e2)	PER	36 37	PER	43 45	旻	鄠侯	1
子 孙 能 以 佗 道 仕 进 者 ， 不 必 为 也 ” 然 b 延 义 e 少 亦 以 此 仕 蜀 为 司 天 监 。 蜀 亡 u ， 仕 v m 唐 n 为 星 官 。 义 兼 通 三 式 ， 颇 善 相 人 。 契 丹 灭 晋 ， 义 随 虏 至 镇 州	子孙能以佗道仕进者，不必为也”然延义少亦以此仕蜀为司天监。蜀亡，仕唐为星官。延义兼通三式，颇善相人。契丹灭晋，延义随虏至镇州	子 孙 能 以 佗 道 仕 进 者 ， 不 必 为 也 ” 然 b 延 义 e 少 亦 以 此 仕 蜀 为 司 天 监 。 蜀 亡 ， 仕 m 唐 n 为 星 官 。 义 兼 通 三 式 ， 颇 善 相 人 。 契 丹 灭 晋 ， 义 随 虏 至 镇 州	延义，仕唐	1	隶属于(e1,e2)	PER	16 18	ORG	33 34	延义	唐	1
初 置 东 郡 。 冬 雷 。 六 年 ， 韩 、 魏 、 b 赵 e 、 卫 、 楚 共 u 击 v m 秦 n ， 取 寿 陵 。 出 兵 ， 五 国 兵 罢	初置东郡。冬雷。六年，韩、魏、赵、卫、楚共击秦，取寿陵。秦出兵，五国兵罢	初 置 东 郡 。 冬 雷 。 六 年 ， 韩 、 魏 、 b 赵 e 、 卫 、 楚 共 击 m 秦 n ， 取 寿 陵 。 出 兵 ， 五 国 兵 罢	赵击秦	7	作战(e2,e1)	ORG	15 16	ORG	22 23	赵	秦	1
煜 字 重 光 ， 初 名 从 嘉 ， 景 第 六 子 也 。 煜 为 人 仁 孝 ， 善 属 文 ， 工 书 画 ， 而 丰 额 骈 齿 ， 一 目 重 瞳 子 。 自 b 太 子 e m 冀 n 已 上 ， 五 子 皆 早 亡 ， 煜 以 次 封 吴 王	煜字重光，初名从嘉，景第六子也。煜为人仁孝，善属文，工书画，而丰额骈齿，一目重瞳子。自太子冀已上，五子皆早亡，煜以次封吴王	煜 字 重 光 ， 初 名 从 嘉 ， 景 第 六 子 也 。 煜 为 人 仁 孝 ， 善 属 文 ， 工 书 画 ， 而 丰 额 骈 齿 ， 一 目 重 瞳 子 。 自 b 太 子 e m 冀 n 已 上 ， 五 子 皆 早 亡 ， 煜 以 次 封 吴 王	太子冀	0	任职(e2,e1)	JOB	43 45	PER	45 46	太子	冀	1
b 汉 高 祖 e u 入 v m 洛 n ， 先 遣 人 驰 诏 东 京 百 官 尝 授 伪 命 者 皆 焚 之 ， 使 勿 自 疑 ， 由 是 御 史 台 悉 敛 百 官 伪 敕 焚 之	汉高祖入洛，先遣人驰诏东京百官尝授伪命者皆焚之，使勿自疑，由是御史台悉敛百官伪敕焚之	b 汉 高 祖 e 入 m 洛 n ， 先 遣 人 驰 诏 东 京 百 官 尝 授 伪 命 者 皆 焚 之 ， 使 勿 自 疑 ， 由 是 御 史 台 悉 敛 百 官 伪 敕 焚 之	汉高祖入洛	8	位于(e1,e2)	PER	0 3	LOC	4 5	汉高祖	洛	1
及 拜 命 ， 中 谢 曰 “ 臣 叨 入 相 之 资 ” 朝 士 传 以 为 笑 。 鏻 事 晋 累 迁 太 子 太 保 。 汉 高 祖 即 位 ， 拜 b 鏻 e m 司 徒 n ， 居 数 月 卒 ， 年 八 十 八 ， 赠 太 傅 。 ○ 贾 纬	及拜命，中谢曰“臣叨入相之资”朝士传以为笑。鏻事晋累迁太子太保。汉高祖即位，拜鏻司徒，居数月卒，年八十八，赠太傅。○贾纬	及 拜 命 ， 中 谢 曰 “ 臣 叨 入 相 之 资 ” 朝 士 传 以 为 笑 。 鏻 事 晋 累 迁 太 子 太 保 。 汉 高 祖 即 位 ， 拜 b 鏻 e m 司 徒 n ， 居 数 月 卒 ， 年 八 十 八 ， 赠 太 傅 。 ○ 贾 纬	鏻司徒	2	任职(e1,e2)	PER	39 40	JOB	40 42	鏻	司徒	1
以 b 张 勋 e 、 桥 蕤 等 u 为 v m 大 将 军 n 。 李 傕 入 长 安 ， 欲 结 术 为 援 ， 以 术 为 左 将 军 ， 封 阳 翟 侯 ， 假 节 ， 遣 太 傅 马 日 磾 因 循 行 拜 授 。 术 夺 日 磾 节 ， 拘 留 不 遣 。	以张勋、桥蕤等为大将军。李傕入长安，欲结术为援，以术为左将军，封阳翟侯，假节，遣太傅马日磾因循行拜授。术夺日磾节，拘留不遣。	以 b 张 勋 e 、 桥 蕤 等 为 m 大 将 军 n 。 李 傕 入 长 安 ， 欲 结 术 为 援 ， 以 术 为 左 将 军 ， 封 阳 翟 侯 ， 假 节 ， 遣 太 傅 马 日 磾 因 循 行 拜 授 。 术 夺 日 磾 节 ， 拘 留 不 遣 。	张勋为大将军	2	任职(e1,e2)	PER	1 3	JOB	8 11	张勋	大将军	1
乙 酉 ， 封 兄 全 昱 为 广 王 ， 子 友 文 博 王 ， b 友 珪 e m 郢 王 n ， 友 璋 福 王 ， 友 贞 均 王 ， 友 徽 建 王 ， 侄 友 谅 衡 王 ， 友 能 惠 王 ， 友 诲 邵 王	乙酉，封兄全昱为广王，子友文博王，友珪郢王，友璋福王，友贞均王，友徽建王，侄友谅衡王，友能惠王，友诲邵王	乙 酉 ， 封 兄 全 昱 为 广 王 ， 子 友 文 博 王 ， b 友 珪 e m 郢 王 n ， 友 璋 福 王 ， 友 贞 均 王 ， 友 徽 建 王 ， 侄 友 谅 衡 王 ， 友 能 惠 王 ， 友 诲 邵 王	友珪郢王	2	任职(e1,e2)	PER	17 19	JOB	19 21	友珪	郢王	1
其 年 五 月 ， 后 崩 。 七 月 ， 合 葬 高 陵 。 初 ， 太 后 弟 b 秉 e ， 以 功 封 都 乡 侯 ， 黄 初 七 年 进 封 开 阳 侯 ， 邑 千 二 百 户 u ， 为 v m 昭 烈 将 军 n 。 薨 ， 子 兰 嗣	其年五月，后崩。七月，合葬高陵。初，太后弟秉，以功封都乡侯，黄初七年进封开阳侯，邑千二百户，为昭烈将军。秉薨，子兰嗣	其 年 五 月 ， 后 崩 。 七 月 ， 合 葬 高 陵 。 初 ， 太 后 弟 b 秉 e ， 以 功 封 都 乡 侯 ， 黄 初 七 年 进 封 开 阳 侯 ， 邑 千 二 百 户 ， 为 m 昭 烈 将 军 n 。 薨 ， 子 兰 嗣	秉，为昭烈将军	2	任职(e1,e2)	PER	21 22	JOB	47 51	秉	昭烈将军	1
冬 十 月 ， 公 征 孙 权 。 十 八 年 春 正 月 ， 进 军 濡 须 口 ， 攻 破 权 江 西 营 ， 获 权 b 都 督 e m 公 孙 阳 n ， 乃 引 军 还 。 诏 书 并 十 四 州 ， 复 为 九 州 。 夏 四 月 ， 至 邺	冬十月，公征孙权。十八年春正月，进军濡须口，攻破权江西营，获权都督公孙阳，乃引军还。诏书并十四州，复为九州。夏四月，至邺	冬 十 月 ， 公 征 孙 权 。 十 八 年 春 正 月 ， 进 军 濡 须 口 ， 攻 破 权 江 西 营 ， 获 权 b 都 督 e m 公 孙 阳 n ， 乃 引 军 还 。 诏 书 并 十 四 州 ， 复 为 九 州 。 夏 四 月 ， 至 邺	都督公孙阳	0	任职(e2,e1)	JOB	31 33	PER	33 36	都督	公孙阳	1
孔 雀 少 骁 勇 。 时 宗 人 拔 陵 为 乱 ， 以 孔 雀 为 大 都 督 、 司 徒 、 平 南 王 。 b 孔 雀 e 率 部 下 一 万 人 u 降 v 於 m 尔 朱 荣 n ， 诏 加 平 北 将 军 、 第 一 领 民 酋 长 ， 卒 。	孔雀少骁勇。时宗人拔陵为乱，以孔雀为大都督、司徒、平南王。孔雀率部下一万人降於尔朱荣，诏加平北将军、第一领民酋长，卒。	孔 雀 少 骁 勇 。 时 宗 人 拔 陵 为 乱 ， 以 孔 雀 为 大 都 督 、 司 徒 、 平 南 王 。 b 孔 雀 e 率 部 下 一 万 人 降 於 m 尔 朱 荣 n ， 诏 加 平 北 将 军 、 第 一 领 民 酋 长 ， 卒 。	孔雀降尔朱荣	9	依附(e1,e2)	PER	29 31	PER	39 42	孔雀	尔朱荣	1
景 崇 乃 叛 ， 尽 杀 侯 益 家 属 ， 与 赵 思 绾 共 推 李 守 贞 为 秦 王 ， 隐 帝 即 以 b 赵 晖 e m 晖 n 讨 之 。 景 崇 西 招 蜀 人 为 助 ， 蜀 兵 至 宝 鸡 ， 为 晖将 药 元 福 、 李 彦 从 所 败	景崇乃叛，尽杀侯益家属，与赵思绾共推李守贞为秦王，隐帝即以赵晖讨之。景崇西招蜀人为助，蜀兵至宝鸡，为晖将药元福、李彦从所败	景 崇 乃 叛 ， 尽 杀 侯 益 家 属 ， 与 赵 思 绾 共 推 李 守 贞 为 秦 王 ， 隐 帝 即 以 b 赵 晖 e m 晖 n 讨 之 。 景 崇 西 招 蜀 人 为 助 ， 蜀 兵 至 宝 鸡 ， 为 晖将 药 元 福 、 李 彦 从 所 败	赵晖晖	10	名(e1,e2)	PER	29 31	PER	30 31	赵晖	晖	1
周 君 来 。 王 与 楚 王 会 襄 陵 。 白 起 为 武 安 君 。 三 十 年 ， 蜀 守 若 伐 楚 ， 取 巫 郡 ， 及 江 南 为 黔 中 郡 。 三 十 一 年 ， b 白 起 e u 伐 v m 魏 n ， 取 两 城 。 楚 人 反 我 江 南	周君来。王与楚王会襄陵。白起为武安君。三十年，蜀守若伐楚，取巫郡，及江南为黔中郡。三十一年，白起伐魏，取两城。楚人反我江南	周 君 来 。 王 与 楚 王 会 襄 陵 。 白 起 为 武 安 君 。 三 十 年 ， 蜀 守 若 伐 楚 ， 取 巫 郡 ， 及 江 南 为 黔 中 郡 。 三 十 一 年 ， b 白 起 e 伐 m 魏 n ， 取 两 城 。 楚 人 反 我 江 南	白起伐魏	11	讨伐(e1,e2)	PER	46 48	ORG	49 50	白起	魏	1
鲁 桓 公 弑 隐 公 而 自 立 者 ， 宣 公 弑 子 赤 而 自 立 者 ， 郑 厉 公 逐 世 子 忽 而 自 立 者 ， b 卫 e m 公 孙 剽 n 逐 其 君 衎 而 自 立 者 ， 圣 人 于 《 春 秋 》 ， 皆 不 绝 其 为 君	鲁桓公弑隐公而自立者，宣公弑子赤而自立者，郑厉公逐世子忽而自立者，卫公孙剽逐其君衎而自立者，圣人于《春秋》，皆不绝其为君	鲁 桓 公 弑 隐 公 而 自 立 者 ， 宣 公 弑 子 赤 而 自 立 者 ， 郑 厉 公 逐 世 子 忽 而 自 立 者 ， b 卫 e m 公 孙 剽 n 逐 其 君 衎 而 自 立 者 ， 圣 人 于 《 春 秋 》 ， 皆 不 绝 其 为 君	卫公孙剽	5	隶属于(e2,e1)	ORG	33 34	PER	34 37	卫	公孙剽	1
十 一 月 ， 以 步 骑 八 万 讲 武 于 铜 桥 。 杨 溥 卒 于 丹 阳 宫 。 溥 子 b 琏 e 为 m 吴 太 子 n 时 ， 昪 以 女 妻 之 ， 及 昪 篡 国 ， 封 其 女 永 兴 公 主	十一月，以步骑八万讲武于铜桥。杨溥卒于丹阳宫。溥子琏为吴太子时，昪以女妻之，及昪篡国，封其女永兴公主	十 一 月 ， 以 步 骑 八 万 讲 武 于 铜 桥 。 杨 溥 卒 于 丹 阳 宫 。 溥 子 b 琏 e 为 m 吴 太 子 n 时 ， 昪 以 女 妻 之 ， 及 昪 篡 国 ， 封 其 女 永 兴 公 主	琏吴太子	2	任职(e1,e2)	PER	25 26	JOB	27 30	琏	吴太子	1
十 七 年 而 崩 。 三 年 丧 毕 ， 禹 亦 乃 让 舜 子 ， 如 舜 让 尧 子 。 诸 侯 归 之 ， 然 后 禹 践 天 子 位 。 尧 子 丹 朱 ， b 舜 e u 子 v m 商 n 均 ， 皆 有 疆 土 ， 以 奉 先 祀	十七年而崩。三年丧毕，禹亦乃让舜子，如舜让尧子。诸侯归之，然后禹践天子位。尧子丹朱，舜子商均，皆有疆土，以奉先祀	十 七 年 而 崩 。 三 年 丧 毕 ， 禹 亦 乃 让 舜 子 ， 如 舜 让 尧 子 。 诸 侯 归 之 ， 然 后 禹 践 天 子 位 。 尧 子 丹 朱 ， b 舜 e 子 m 商 n 均 ， 皆 有 疆 土 ， 以 奉 先 祀	舜子商	12	子(e1,e2)	PER	42 43	PER	44 45	舜	商	1
像 还 ， 迁 散 骑 常 侍 。 青 龙 二 年 春 ， 追 谥 后 兄 b 俨 e 曰 m 安 城 乡 穆 侯 n 。 夏 ， 吴 贼 寇 扬 州 ， 以 像 为 伏 波 将 军 ， 持 节 监 诸 将 东 征 ， 还 ， 复 为 射 声 校 尉	像还，迁散骑常侍。青龙二年春，追谥后兄俨曰安城乡穆侯。夏，吴贼寇扬州，以像为伏波将军，持节监诸将东征，还，复为射声校尉	像 还 ， 迁 散 骑 常 侍 。 青 龙 二 年 春 ， 追 谥 后 兄 b 俨 e 曰 m 安 城 乡 穆 侯 n 。 夏 ， 吴 贼 寇 扬 州 ， 以 像 为 伏 波 将 军 ， 持 节 监 诸 将 东 征 ， 还 ， 复 为 射 声 校 尉	俨安城乡穆侯	6	号(e1,e2)	PER	19 20	PER	21 26	俨	安城乡穆侯	1
帝 疾 困 ， 遂 立 为 皇 后 。 齐 王 即 位 ， 尊 后 为 皇 太 后 ， 称 永 宁 宫 ， 追 封 谥 太 后 父 u b 满 v e 为 m 西 都 定 侯 n ， 以 立 子 建 绍 其 爵 。 封 太 后 母 杜 为 郃 阳 君	帝疾困，遂立为皇后。齐王即位，尊后为皇太后，称永宁宫，追封谥太后父满为西都定侯，以立子建绍其爵。封太后母杜为郃阳君	帝 疾 困 ， 遂 立 为 皇 后 。 齐 王 即 位 ， 尊 后 为 皇 太 后 ， 称 永 宁 宫 ， 追 封 谥 太 后 父 b 满 e 为 m 西 都 定 侯 n ， 以 立 子 建 绍 其 爵 。 封 太 后 母 杜 为 郃 阳 君	满满为西都定侯	6	号(e1,e2)	PER	33 34	PER	35 39	满	西都定侯	1
以 天 之 道 ， 先 王 之 灵 ， 河 北 之 地 随 先 王 而 举 之 济 上 。 济 上 之 军 受 命 击 齐 ， 大 败 齐 人 。 轻 卒 锐 兵 ， 长 驱 至 国 。 b 齐 王 e 遁 而 u 走 v m 莒 n ， 仅 以 身 免	以天之道，先王之灵，河北之地随先王而举之济上。济上之军受命击齐，大败齐人。轻卒锐兵，长驱至国。齐王遁而走莒，仅以身免	以 天 之 道 ， 先 王 之 灵 ， 河 北 之 地 随 先 王 而 举 之 济 上 。 济 上 之 军 受 命 击 齐 ， 大 败 齐 人 。 轻 卒 锐 兵 ， 长 驱 至 国 。 b 齐 王 e 遁 而 走 m 莒 n ， 仅 以 身 免	齐王走莒	13	去往(e1,e2)	PER	47 49	LOC	52 53	齐王	莒	1
b 崔 暹 e m 暹 n ， 字 季 伦 ， 博 陵 安 平 人 ， 汉 尚 书 寔 之 后 也 ， 世 为 北 州 著 姓 。 父 穆 ， 州 主 簿 。 暹少 为 书 生 ， 避 地 渤 海 ， 依 高 乾 ， 以 妹 妻 乾 弟 慎 。	崔暹，字季伦，博陵安平人，汉尚书寔之后也，世为北州著姓。父穆，州主簿。暹少为书生，避地渤海，依高乾，以妹妻乾弟慎。	b 崔 暹 e m 暹 n ， 字 季 伦 ， 博 陵 安 平 人 ， 汉 尚 书 寔 之 后 也 ， 世 为 北 州 著 姓 。 父 穆 ， 州 主 簿 。 暹少 为 书 生 ， 避 地 渤 海 ， 依 高 乾 ， 以 妹 妻 乾 弟 慎 。	崔暹暹	4	同名于(e1,e2)	PER	0 2	PER	1 2	崔暹	暹	1
玉 子 文 度 幼 孤 ， 琦 教 以 学 ， 如 己 子 ， 后 举 进 士 及 第 云 。 b 琦 e 有 子 馀 庆 、 m 端 n 。 ○ 薛 融 薛 融 ， 汾 州 平 遥 人 也	玉子文度幼孤，琦教以学，如己子，后举进士及第云。琦有子馀庆、端。○薛融薛融，汾州平遥人也	玉 子 文 度 幼 孤 ， 琦 教 以 学 ， 如 己 子 ， 后 举 进 士 及 第 云 。 b 琦 e 有 子 馀 庆 、 m 端 n 。 ○ 薛 融 薛 融 ， 汾 州 平 遥 人 也	琦端	12	子(e1,e2)	PER	24 25	PER	30 31	琦	端	1
董 卓 之 乱 ， 州 郡 起 兵 ， 天 子 都 长 安 ， 四 方 断 绝 ， b 谦 e 遣 使 间 行 致 贡 献 u ， 迁 v 安 东 将 军 、 m 徐 州 牧 n ， 封 溧 阳 侯	董卓之乱，州郡起兵，天子都长安，四方断绝，谦遣使间行致贡献，迁安东将军、徐州牧，封溧阳侯	董 卓 之 乱 ， 州 郡 起 兵 ， 天 子 都 长 安 ， 四 方 断 绝 ， b 谦 e 遣 使 间 行 致 贡 献 ， 迁 安 东 将 军 、 m 徐 州 牧 n ， 封 溧 阳 侯	谦，迁徐州牧	14	升迁(e1,e2)	PER	21 22	JOB	36 39	谦	徐州牧	1
程 昱 、 郭 嘉 闻 公 遣 备 ， 言 於 公 曰 “ 刘 备 不 可 纵 ” 公 悔 ， 追 之 不 及 。 b 备 e 之 未 东 也 ， 阴 与 董 承 等 谋 反 ， 至 下 邳 ， 遂 u 杀 v 徐 州 刺 史 m 车 胄 n ， 举 兵 屯 沛	程昱、郭嘉闻公遣备，言於公曰“刘备不可纵”公悔，追之不及。备之未东也，阴与董承等谋反，至下邳，遂杀徐州刺史车胄，举兵屯沛	程 昱 、 郭 嘉 闻 公 遣 备 ， 言 於 公 曰 “ 刘 备 不 可 纵 ” 公 悔 ， 追 之 不 及 。 b 备 e 之 未 东 也 ， 阴 与 董 承 等 谋 反 ， 至 下 邳 ， 遂 杀 徐 州 刺 史 m 车 胄 n ， 举 兵 屯 沛	备杀车胄	15	杀(e1,e2)	PER	29 30	PER	53 55	备	车胄	1
